age,gender,security_no,region_category,membership_category,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score,tenure_days
42,0,SUBMBVT,1,5,0.0,1,1,0,20.0,855.8806872,36723.4,20.0,624.43,1,0,0,1,3,1,68
11,1,B7EF2QN,0,1,1.0,1,2,1,25.0,503.97,5739.97,9.0,288.6004055,0,1,1,4,3,0,954
52,0,II192X3,0,1,1.0,2,2,0,9.0,0.0,40372.73,34.79245568,625.81,0,1,1,2,0,1,615
50,1,A2ARH3S,1,5,0.0,0,1,2,11.0,235.73,8182.1,15.0,702.51,0,1,0,1,3,0,676
15,1,Q63CPD5,1,1,0.0,0,1,1,15.0,246.81,36548.12,8.0,89.69196678,1,0,1,4,2,1,19
52,1,CA8ACSJ,0,1,1.0,1,3,2,18.0,34.85,25748.05,16.0,697.62,0,1,1,3,0,1,727
34,2,H46DONW,0,1,1.0,0,1,0,17.0,31.1,3355.64,8.0,693.08,0,1,0,1,1,1,991
19,0,8LANEJO,1,2,1.0,0,1,0,14.0,77.31,22095.97,17.0,665.56,1,0,1,2,3,1,498
59,0,CD5WGTI,0,2,1.0,2,2,0,12.0,51.31,24335.53,17.0,619.94,1,0,0,1,2,1,533
18,1,10VGVOS,1,2,0.0,1,2,0,12.0,197.21,3708.91,12.0,697.62,0,1,0,1,0,1,625
11,0,QYX20KR,1,5,0.0,0,3,1,13.0,34.96,31998.05,15.0,189.1124897,0,1,1,4,1,1,1071
56,1,ZV9UU9Y,1,1,0.0,0,1,0,18.0,0.0,2371.31,28.0,720.37,1,0,0,1,7,0,377
49,1,7NVOM27,1,1,0.0,1,2,2,13.0,33.06,10624.67,6.0,765.05,0,1,1,4,2,0,760
18,1,XHUNIU5,0,0,1.0,0,2,1,22.0,151.04,45831.42,6.0,1128.752968,1,0,0,1,0,1,196
11,0,L0J95Q2,1,4,1.0,0,2,2,13.0,64.33,89302.92,15.0,725.6,0,1,1,2,6,0,1070
59,0,DDVOQCZ,2,4,0.0,0,3,1,9.0,170.25,80213.69,8.0,779.61,0,1,0,1,5,0,670
35,1,AHI111B,1,5,1.0,1,1,2,14.0,182.07,15973.23,5.0,1284.079437,1,0,1,3,0,1,243
17,0,BU4RLJE,1,1,0.0,1,3,0,11.0,34.53,17708.13,9.0,798.23,0,1,0,1,6,0,262
30,1,R9WKQ7M,1,4,0.0,2,1,1,15.0,258.27,29767.3,11.0,704.3,1,0,1,3,5,0,910
45,0,IFC5A8V,3,1,0.0,2,1,1,13.0,128.27,2488.12,27.0,714.16,1,0,0,1,0,0,1087
47,1,02GUYOU,2,0,1.0,2,2,2,22.0,116.75,14931.12,29.0,579.23,1,0,1,4,0,1,290
47,1,Y73DDAP,0,2,0.0,0,2,2,16.0,34.01,15645.0,28.0,697.62,1,0,1,4,2,1,1095
59,1,4KEKGB9,0,3,0.0,2,2,0,12.0,74.72,28313.82,14.0,845.75,1,0,1,0,8,0,454
49,1,C8HUWMJ,0,4,0.0,0,1,1,22.0,456.36,19256.7,20.0,749.46,1,1,0,1,7,0,477
15,1,H32ZFUZ,1,3,0.0,1,3,1,6.0,136.25,24199.52,13.0,697.62,0,1,1,2,7,0,957
54,0,RAS7UKH,2,1,0.0,2,2,2,13.0,135.99,3089.86,18.0,626.48,1,0,0,1,7,1,635
31,0,DNRR6NA,0,2,1.0,1,1,0,17.0,169.22,7223.69,25.0,558.94,0,1,0,1,2,1,358
15,1,90NGUGJ,1,1,0.0,2,2,2,9.0,608.68,33761.37,8.0,705.71,1,1,1,2,5,0,129
25,0,JMWOC5O,2,2,1.0,2,2,1,9.0,115.02,47727.23,5.0,696.29,1,0,0,1,3,1,231
24,1,WEERUX8,3,0,0.0,1,2,0,6.0,94.96,49421.49,16.0,602.05,1,0,1,4,1,1,286
59,1,FKLI74V,1,3,0.0,1,0,0,8.0,302.95,36999.98,29.0,1036.60101,0,1,0,1,7,0,974
24,1,HT0Z31Z,1,5,0.0,0,2,1,4.0,31.72,27189.88,15.0,778.69,0,1,1,4,0,0,720
39,0,QECUE5W,1,5,1.0,1,0,2,10.0,668.67,24679.57,21.0,713.72,1,1,1,4,1,0,1055
14,1,VLZDO8U,1,1,1.0,2,1,2,16.0,82.26,41871.31,27.0,470.1197532,0,1,1,4,0,0,673
23,0,EYBMCOH,3,1,0.0,0,0,1,23.0,357.0,47839.73,29.0,697.62,0,1,0,1,2,0,531
21,0,K3R0XHD,0,3,0.0,1,3,2,8.0,199.37,45240.28,29.0,775.03,0,1,1,0,7,0,951
24,1,O7YL4J7,1,2,0.0,1,2,2,14.0,91.99,18860.07,7.0,716.9,1,0,0,1,2,1,684
62,0,BXBHPCC,0,0,0.0,2,2,0,22.0,71.29,26168.31,16.0,700.6,0,1,1,2,3,1,629
45,0,4KYEWKO,0,3,1.0,0,2,2,15.0,721.04,68826.29,10.0,697.62,0,1,0,1,5,0,534
62,0,YPD8CIN,0,5,1.0,1,0,1,5.0,762.57,40251.7,29.0,646.2,1,0,1,2,0,1,289
33,0,ZS5SRE8,1,5,0.0,1,2,1,13.0,349.82,4973.71,26.0,657.49,0,1,0,1,0,1,993
26,1,MMGD5Y6,0,3,1.0,2,1,2,15.0,41.21,9570.53,9.0,741.33,0,1,1,3,7,0,21
27,0,27VERRF,2,5,0.0,1,1,0,5.0,0.0,25838.24,5.0,725.43,1,0,1,0,2,0,1070
64,1,1UCR8WA,1,2,0.0,1,2,0,20.0,67.15,40976.87,16.0,683.83,0,1,1,4,3,1,752
37,0,80TKCBD,2,2,0.0,0,1,2,23.0,30.21,34633.34,16.0,718.32,1,0,1,2,2,1,643
30,0,J1O50SZ,1,0,1.0,0,0,0,10.0,531.14,26816.15,16.0,658.47,1,0,0,1,1,1,386
42,1,0IEJL6E,3,1,0.0,2,3,1,10.0,103.56,36165.31,26.0,705.73,0,1,0,1,1,1,457
55,0,X0BM4N4,1,1,0.0,1,3,2,11.0,380.3,18760.77,16.0,789.06,1,0,1,2,8,0,507
44,0,5PLPBL9,1,4,0.0,1,2,1,10.0,954.0541971,24921.49,12.0,771.92,1,0,1,4,4,0,66
14,1,84W46WZ,1,2,1.0,0,0,0,10.0,746.0,37724.73,16.0,707.87,1,0,0,1,0,1,143
24,0,OWX33X1,2,2,1.0,2,2,0,13.0,176.36,1372.52,35.40406087,605.03,0,1,0,1,1,1,673
28,1,0OYUJXF,2,2,1.0,1,3,0,17.0,609.61,33844.53,21.0,549.42,1,0,0,1,7,1,868
12,1,CPIZ0PL,0,1,0.0,0,2,1,12.0,0.0,29700.99,18.0,714.82,1,0,0,1,1,0,965
31,1,MWVA9MC,2,5,0.0,2,0,1,15.0,610.84,63262.51,5.0,755.15,1,1,0,1,6,0,449
13,0,M297254,1,2,0.0,0,2,2,5.0,0.0,28039.59,15.0,617.44,0,1,1,0,2,1,159
24,1,HEZ4Z5Z,1,1,0.0,1,1,0,22.0,93.49,25220.28,16.0,757.75,0,1,1,2,2,0,281
53,1,DON584T,3,0,1.0,2,3,0,15.0,1294.62,45881.59,12.21309918,664.91,1,1,1,2,0,1,330
24,0,0ZWI6RM,1,1,1.0,1,2,1,9.0,31.33,47162.64,7.0,775.64,0,1,0,1,3,0,376
28,0,MIMEK9B,1,1,0.0,2,0,1,10.0,479.86,45618.39,29.0,645.84,1,0,0,1,1,1,620
59,0,J4RKGH6,2,3,1.0,2,3,0,18.0,143.6,46338.91,13.0,782.81,0,1,0,1,2,0,913
50,1,7D05EUT,0,1,1.0,1,1,2,15.0,56.1,6190.1,18.0,181.2577422,0,1,0,1,5,0,819
33,0,ODNQEYH,1,1,1.0,0,1,2,25.0,115.73,23449.85,3.0,697.62,0,1,0,1,6,0,656
11,0,87P83GB,0,0,0.0,2,2,0,5.0,31.09,42318.88,10.0,660.82,0,1,0,1,0,1,525
46,0,33TZMTT,1,5,1.0,1,1,1,13.0,0.0,6212.3,22.0,777.33,1,1,0,1,0,0,728
61,0,751IX5S,1,4,0.0,1,1,1,12.0,72.61,39493.01,16.0,776.88,0,1,0,1,8,0,48
55,0,XH52PJR,2,3,1.0,2,2,0,11.0,158.17,13063.51,5.0,790.51,1,0,1,4,3,0,449
54,1,TJ3VHAC,0,4,0.0,0,1,2,4.0,424.83,99795.75,5.0,739.47,1,1,0,1,8,0,269
24,1,1TCHNMQ,1,2,0.0,2,1,2,13.0,87.09,30816.99,21.0,655.29,1,0,0,1,0,1,180
57,0,XQZSRQS,0,4,0.0,2,0,2,23.0,482.88,54659.87,16.0,824.26,1,0,0,1,8,0,787
48,0,UAHVYLV,3,1,0.0,1,2,0,6.0,34.95,15423.16,12.0,792.55,1,0,0,1,3,0,866
47,0,2V2M2O6,0,5,1.0,0,2,2,24.0,134.8,10646.43,27.0,656.32,1,0,0,1,0,1,130
10,1,05OMEIH,0,1,0.0,0,0,2,10.0,428.58,9006.94,16.0,694.28,0,1,0,1,7,1,953
57,0,PMPHX6D,1,1,1.0,1,1,0,4.0,232.53,95751.29,12.0,697.62,1,1,0,1,5,0,619
56,1,4RVH7VO,1,0,1.0,1,1,1,11.0,130.1,4927.32,16.0,712.47,0,1,0,1,2,1,4
17,1,37FTVH3,3,1,0.0,0,1,0,24.0,102.08,20635.89,40.28003989,368.5543161,0,1,0,1,1,0,637
19,1,SHCR8XX,0,4,0.0,0,2,0,6.0,160.36,5809.71,21.0,735.22,0,1,0,1,2,0,1076
30,1,ZBMYXNY,0,2,1.0,1,3,0,10.0,150.62,35818.04,26.0,648.57,0,1,1,4,1,1,401
48,0,J6V7TDA,3,5,0.0,0,2,2,5.0,67.18,5817.95,16.0,734.35,1,0,1,2,1,0,411
58,0,Y3P1E0V,1,5,0.0,1,2,2,9.0,296.13,89069.81,13.0,767.64,1,0,1,3,4,0,745
32,0,VGQKG71,0,2,0.0,1,0,2,16.0,273.69,44568.08,16.0,534.96,0,1,0,1,7,1,675
10,1,DSLIHSK,3,2,1.0,0,2,2,23.0,184.51,49004.39,9.0,651.73,1,0,0,1,1,1,667
34,0,569Q61R,1,1,1.0,1,1,1,9.0,90.61,11454.55,16.0,730.86,1,0,0,1,0,0,950
12,0,XL51K5Q,1,4,0.0,0,3,1,7.0,114.13,23432.62,2.0,780.33,0,1,0,1,8,0,658
53,1,ESNOA8K,1,5,0.0,2,1,1,13.0,199.4,2247.61,8.0,714.35,0,1,1,3,1,0,934
12,0,FAYMKUP,1,4,0.0,1,2,0,16.0,165.71,21234.76,13.0,763.12,1,0,1,4,2,0,915
55,1,7CPR4N6,1,5,0.0,0,2,1,17.0,31.16,20161.37,28.0,761.22,1,0,0,1,2,0,224
48,1,H6Z38OJ,0,2,1.0,0,1,1,14.0,0.0,9074.51,17.0,578.61,1,0,0,1,3,1,571
20,0,IIUUDG6,1,1,1.0,2,1,1,23.0,1127.947183,22762.9,19.0,460.2886916,0,1,1,3,0,0,844
40,1,MRFU7HH,0,2,0.0,1,2,1,19.0,242.83,37296.71,11.0,644.7,1,0,0,1,7,1,25
42,0,6V2M42G,2,4,0.0,0,2,0,16.0,1161.165559,24258.11,16.0,282.8704552,0,1,0,1,3,0,394
56,0,QJMIMB5,3,1,1.0,1,0,1,14.0,233.92,81550.82,16.0,839.99,0,1,0,1,6,0,700
16,0,5OCK10O,1,5,0.0,2,1,2,21.0,80.82,2479.41,14.0,676.6,1,0,0,1,2,1,301
33,1,VN3DNNO,0,5,1.0,2,3,1,16.0,1131.288206,9696.64,25.0,651.08,0,1,0,1,7,1,1086
58,1,ZNY5NCZ,3,0,0.0,0,1,1,5.0,0.0,9239.28,5.0,626.02,1,0,1,4,7,0,1037
48,0,NTW29KF,3,4,0.0,1,1,0,24.0,808.15,90541.11,14.0,697.62,0,1,1,0,8,0,217
37,1,CK601TI,0,5,1.0,2,0,1,13.0,577.15,57996.82,11.0,772.52,1,1,1,2,5,0,233
21,0,620DZUX,3,2,1.0,1,1,2,16.0,98.27,20717.14,16.0,646.64,0,1,1,3,0,1,273
61,0,QM9IW3W,1,5,0.0,1,1,0,15.0,85.06,2946.92,17.0,986.0984112,0,1,1,3,2,0,978
46,1,G6XTDD7,0,2,1.0,2,1,2,14.0,33.14,39794.98,19.0,601.76,0,1,0,1,2,1,624
38,1,9U6E7KD,3,2,1.0,1,2,0,3.0,47.16,19773.32,16.0,126.6907718,1,0,0,1,0,1,935
25,1,SJVGSZN,2,1,1.0,0,1,2,21.0,259.03,11977.23,22.0,711.17,1,0,1,4,3,0,785
31,1,J6UN0FI,3,4,0.0,0,1,0,9.0,204.41,28974.56,7.0,735.36,0,1,1,3,7,0,407
25,0,U7T0712,3,5,0.0,2,2,2,13.0,173.16,45280.99,25.0,697.62,1,0,1,3,1,0,85
34,0,EEHU8IE,1,2,0.0,2,2,0,6.0,31.9,2804.79,26.0,563.69,0,1,1,0,2,1,111
58,0,THXGQ4L,2,1,1.0,1,0,2,21.0,666.29,24607.48,20.0,684.18,1,0,0,1,0,1,1083
58,0,RVD7GOZ,3,2,1.0,0,2,1,25.0,34.78,4940.56,19.0,697.62,0,1,0,1,3,1,249
53,2,FSWCSH3,1,4,0.0,1,1,0,4.0,142.51,69084.83,16.0,311.797739,0,1,1,4,5,0,1060
14,1,I90VJ97,2,4,1.0,0,2,2,17.0,32.07,24542.89,8.0,697.62,0,1,0,1,7,0,591
39,0,ENP3ZHC,0,1,0.0,0,1,1,13.0,82.12,46955.02,9.0,724.3,1,0,0,1,8,0,972
28,0,9J8S7OP,2,5,0.0,1,3,1,7.0,394.8,35724.29,7.0,601.13,0,1,1,4,3,1,1056
55,1,319SG6K,0,0,0.0,0,1,1,17.0,193.17,27573.86,13.0,939.7062768,1,0,0,1,7,1,570
57,1,AEDMQJB,2,2,1.0,1,1,0,11.0,33.97,47568.58,13.0,607.91,0,1,1,3,0,1,453
11,0,RRQC1F9,2,4,1.0,1,2,0,10.0,292.52,8791.34,28.0,715.1,0,1,1,4,7,0,780
43,1,WA8DPEO,0,0,0.0,1,1,1,6.0,193.39,33931.45,16.0,694.21,1,0,0,1,7,1,21
20,0,7O4NME0,1,0,0.0,1,1,2,10.0,265.24,20856.91,21.0,544.54,0,1,0,1,3,1,263
39,1,EPL26A8,0,3,1.0,0,2,0,1.0,64.68,30194.3,11.0,697.62,1,0,1,3,3,0,568
42,1,4OB0H1S,1,4,0.0,2,2,0,13.0,351.01,40907.14,19.0,378.6706041,0,1,0,1,3,0,481
13,1,H0B4NDX,0,0,1.0,1,2,0,13.0,91.55,15768.82,7.0,719.07,0,1,0,1,1,1,630
11,1,YK6KUHQ,1,5,1.0,1,1,2,19.0,674.13,8140.19,8.0,743.45,1,0,0,1,5,0,962
53,0,M0ON0JH,1,2,0.0,2,0,0,11.0,465.18,39614.19,18.0,603.15,1,1,1,4,1,1,13
62,1,BJFIPVJ,3,2,1.0,1,0,2,7.0,582.91,20926.17,16.0,596.56,1,0,1,4,7,1,806
16,1,6RDRHUI,2,2,0.0,1,0,1,3.0,218.97,15606.92,25.0,678.78,1,1,1,3,7,1,414
20,1,QJOPADC,0,3,0.0,0,2,0,13.0,108.97,7133.18,26.0,745.8,1,0,0,1,1,0,912
54,1,168YJ9P,0,3,0.0,2,2,2,24.0,34.68,21647.66,12.0,774.36,1,0,1,3,7,0,618
46,1,GYMXBTE,3,0,1.0,0,0,0,19.0,249.09,13895.31,21.0,647.76,1,1,0,1,0,1,968
27,1,CMY19Z4,0,2,1.0,0,3,0,9.0,523.73,45631.09,23.0,713.01,1,0,1,0,1,1,363
42,1,GVHUNX8,0,5,1.0,2,2,2,17.0,74.05,29420.64,0.402371411,697.62,0,1,1,3,2,0,238
41,0,1GF0L0S,3,0,1.0,1,1,1,8.0,568.9,15925.08,20.0,616.6,1,0,1,3,1,1,565
27,1,3763OF0,0,1,0.0,1,1,2,23.0,294.88,38705.9,0.0,760.47,1,1,1,2,8,0,927
11,0,3GKXGMX,0,2,0.0,1,1,0,16.0,0.0,45491.23,6.0,610.07,1,0,0,1,3,1,70
25,0,B58QDIE,1,0,0.0,0,2,2,14.0,40.06,28159.0,29.0,697.62,0,1,1,4,3,1,206
35,0,PSSBQ7X,0,2,1.0,1,1,1,16.0,229.0,31218.95,16.0,662.93,1,0,0,1,1,0,654
50,1,2EPLBUM,1,4,0.0,2,2,0,13.0,33.58,26902.58,18.0,702.35,1,0,1,0,7,0,1052
28,0,7N2J5ZV,1,2,1.0,0,0,1,11.0,428.69,44464.22,16.0,664.64,1,1,0,1,2,1,283
35,1,Q79JEC2,2,0,1.0,2,3,2,5.0,445.22,14427.63,16.0,664.76,1,0,0,1,7,1,549
49,1,5SH6D6Q,0,1,0.0,2,3,1,13.0,91.86,49653.36,14.0,705.1,0,1,0,1,6,0,259
19,0,KUY89PG,3,0,0.0,0,2,2,14.0,34.1,2233.31,29.0,614.96,0,1,0,1,0,1,961
46,1,WW2DTH6,1,3,0.0,1,1,1,20.0,36.19,2984.6,16.0,745.07,0,1,0,1,1,0,366
62,1,SKZ3WSD,1,1,0.0,2,1,1,12.0,81.88,30111.84,16.0,700.09,0,1,1,0,7,0,529
24,1,XY4X4LX,1,0,0.0,1,2,0,14.0,358.9,37648.79,21.0,697.62,1,0,0,1,3,1,388
26,0,5BEEM15,2,0,1.0,0,0,2,8.0,691.04,13967.97,52.66435833,503.53,1,1,1,4,0,1,599
28,0,2Y8GOIT,1,3,0.0,1,2,2,3.0,480.73,16863.03,27.0,480.0919952,1,1,0,1,1,0,598
35,1,3RHDRU5,1,3,1.0,0,2,2,10.0,39.1,18075.2,25.0,344.249464,1,0,0,1,0,0,1009
31,1,6J4LBXC,1,0,1.0,2,1,1,13.0,381.07,18862.04,16.0,588.95,0,1,1,2,0,1,795
30,0,MCPA8A2,0,5,1.0,0,3,1,11.0,583.71,40885.3,14.0,1008.103567,0,1,0,1,3,0,377
38,1,0XX0SAN,3,5,0.0,0,3,0,5.0,295.56,16165.54,10.0,770.37,1,0,1,4,0,0,670
27,1,OE36KAU,0,0,1.0,2,2,2,14.0,52.92,49715.82,15.0,546.02,0,1,0,1,1,1,666
27,1,71Q62NA,0,0,0.0,0,1,0,20.0,159.54,20495.48,18.0,590.68,1,0,0,1,2,1,502
13,0,6ZERAN8,1,0,0.0,2,0,2,18.0,302.35,16049.23,22.0,296.8549484,0,1,1,3,2,1,796
52,1,BOCXK4J,1,2,0.0,1,2,2,11.0,32.74,37932.8,15.0,667.86,0,1,0,1,0,1,640
64,0,54TAI0R,2,0,0.0,2,2,2,5.0,74.66,32494.69,28.0,634.85,1,0,1,2,7,1,732
52,1,FQBRHFU,3,4,0.0,1,3,0,4.0,179.41,52157.62,16.0,354.2591378,0,1,0,1,4,0,747
21,0,RHKJP0V,1,0,1.0,0,0,0,14.0,617.39,30143.12,13.0,662.98,1,0,1,0,1,1,1059
19,1,10J7RGO,1,2,1.0,1,0,2,15.0,1993.967663,46798.83,9.0,665.29,1,0,1,0,2,1,820
12,1,TH7HVCL,0,2,1.0,0,2,1,11.0,31.59,33244.91,20.0,667.32,0,1,0,1,0,1,1066
30,1,6NMPLDZ,0,0,0.0,0,2,1,10.0,213.77,27680.16,16.0,611.17,0,1,0,1,3,1,353
14,1,YO860HS,0,5,1.0,2,2,0,12.0,78.7,14360.86,14.0,1064.531941,1,0,1,0,0,1,613
45,1,LYZRNT7,2,5,1.0,0,3,2,12.0,125.01,30833.51,9.0,770.84,1,0,1,2,1,0,465
43,0,V1LBYAK,3,3,1.0,0,3,2,13.0,31.13,2422.7,29.0,703.16,0,1,0,1,3,0,61
41,1,RMMIA5B,3,1,0.0,1,0,1,23.0,413.56,24363.7,28.0,246.0455363,1,1,1,0,2,0,221
23,0,YQ1297Z,3,4,1.0,2,2,2,21.0,168.79,22099.27,9.0,710.03,1,0,1,4,7,0,296
27,0,PLQH5T2,1,2,1.0,0,2,0,13.0,47.84,36260.54,15.0,627.29,0,1,0,1,7,1,731
26,0,IST57GO,3,4,1.0,2,2,2,21.0,162.24,46382.5,6.0,315.6393766,0,1,1,2,3,0,464
49,1,Y5HMDF4,2,2,0.0,2,3,1,9.0,66.66,44694.26,17.0,621.27,1,0,0,1,7,1,572
52,0,4CACH8B,0,5,0.0,2,1,1,25.0,323.24,40677.83,35.03341048,1173.737663,0,1,0,1,1,1,850
10,1,LX7G8IK,3,0,1.0,2,3,2,16.0,100.3,40049.42,25.0,711.28,0,1,0,1,2,1,589
62,1,E6BH2WD,3,1,0.0,1,2,0,3.0,30.62,37662.36,51.49006887,792.57,1,0,0,1,1,0,560
54,1,GD4UZ3S,0,2,1.0,2,2,2,23.0,45.13,45543.48,16.0,1041.703574,1,0,1,3,7,1,942
12,1,DWND4UP,0,1,0.0,2,0,0,2.0,308.79,38426.06,19.0,620.66,1,0,0,1,0,1,541
17,0,YXUTZFN,2,1,1.0,1,0,2,7.0,492.18,6340.33,28.0,613.42,1,0,1,0,1,1,760
23,1,YD84IPJ,1,4,0.0,1,2,2,14.0,30.21,17003.18,29.0,725.44,1,0,0,1,0,0,85
16,1,FHYLJVV,2,2,0.0,2,3,0,4.0,476.78,14919.16,28.0,552.29,1,1,0,1,0,1,897
62,1,AH98Q8P,2,3,1.0,1,0,2,16.0,342.42,44888.34,16.0,720.18,1,1,0,1,7,0,268
22,1,0THZ250,0,2,0.0,2,2,0,20.0,317.25,24458.47,8.0,618.8,0,1,0,1,2,1,832
56,0,W61KC81,2,0,1.0,1,1,1,15.0,635.07,43628.87,25.0,538.72,1,1,1,0,3,1,815
36,1,542EWWF,1,4,1.0,1,0,1,8.0,745.12,13567.97,0.0,702.78,0,1,0,1,0,0,211
17,0,98ZACCQ,0,1,0.0,1,2,1,15.0,266.55,49174.06,0.0,477.2914859,1,1,1,0,0,1,1012
37,1,91RNZ2R,1,2,0.0,1,2,2,9.0,363.92,28084.37,24.0,697.62,1,1,0,1,7,1,35
32,1,24UJWP3,1,2,0.0,2,1,1,13.0,138.56,9542.3,8.0,618.73,0,1,1,4,0,1,1058
39,1,V9IXART,1,0,0.0,1,2,0,19.0,46.71,36449.01,27.0,640.59,0,1,1,0,0,1,602
47,1,QSVNYSH,0,1,0.0,2,2,0,13.0,79.54,27158.32,16.0,701.04,0,1,1,0,1,0,865
42,0,Q4TVLZV,1,0,0.0,1,1,2,6.0,111.16,17643.46,25.0,692.21,0,1,0,1,2,1,624
22,1,R69YMVR,1,2,1.0,2,1,0,19.0,57.66,46234.27,5.0,638.47,1,0,1,3,1,1,744
23,0,C5TKYVY,0,1,1.0,1,2,2,13.0,689.22,8448.75,25.0,491.1211315,1,1,1,4,7,0,422
40,0,8LIMHVJ,0,4,1.0,1,3,1,23.0,378.19,17804.22,20.0,794.16,0,1,0,1,0,0,212
54,1,Z19YVO8,3,0,1.0,1,2,0,17.0,1216.624395,44650.79,20.0,673.49,1,0,1,2,3,1,756
14,1,BS4GNVE,1,0,1.0,1,1,2,13.0,176.98,4867.04,12.0,679.72,0,1,1,0,2,1,805
61,0,3J7JZEK,1,1,1.0,2,3,0,3.0,144.82,17124.06,6.0,648.75,0,1,0,1,1,1,69
50,1,RVQ0D9D,1,0,1.0,1,1,1,10.0,162.41,40775.09,16.0,697.62,1,0,0,1,2,1,420
51,1,7IE8AFP,2,5,0.0,1,2,2,4.0,198.79,51156.46,16.0,697.62,0,1,0,1,8,0,446
39,1,LMC7KK7,1,2,0.0,0,1,1,8.0,0.0,4720.67,9.0,608.95,1,0,0,1,1,1,588
44,0,4B343AS,3,0,0.0,2,2,0,21.0,1157.240527,8974.08,15.0,697.62,0,1,0,1,3,1,83
62,0,23M54EN,0,1,1.0,0,1,1,12.0,3040.41,7317.17,19.0,705.14,0,1,1,0,3,0,1088
49,0,B3UP7GC,1,5,0.0,1,3,1,13.0,286.79,44793.23,15.0,662.35,0,1,0,1,7,1,477
60,1,Z2H81M9,0,2,1.0,3,0,1,4.0,208.71,47601.29,16.0,679.55,0,1,0,1,7,1,833
37,1,IM0ZJOW,1,5,1.0,2,1,0,22.0,1110.8972,26887.62,5.0,623.86,1,0,0,1,2,1,897
44,1,QVFSKEY,1,2,0.0,1,1,0,17.0,249.49,26114.48,6.0,590.61,0,1,0,1,1,1,1051
53,0,NKF3I4W,2,4,1.0,2,0,2,8.0,608.26,21690.27,3.0,751.46,0,1,1,4,5,0,354
43,1,KNMRM5A,0,5,0.0,1,1,1,10.0,89.63,38721.84,7.0,723.99,1,0,1,3,0,0,696
51,0,ER1BPV9,0,4,0.0,1,3,1,10.0,270.27,19622.8,9.0,1047.628005,1,1,0,1,4,0,953
63,0,1XZOJGG,0,0,0.0,2,3,2,9.0,99.95,3513.5,27.0,143.5080164,1,0,1,2,1,1,401
36,1,6JHJAB7,1,1,0.0,1,2,0,15.0,34.87,16205.7,24.0,610.23,1,0,0,1,2,1,558
49,1,UG5PVQP,0,1,0.0,1,0,1,12.0,214.96,23065.28,27.0,714.89,0,1,1,0,0,1,826
12,0,HXNVIDG,0,3,1.0,2,1,2,16.0,242.42,26864.71,17.0,754.98,0,1,1,2,0,0,767
54,0,HBOGXQG,3,3,0.0,0,1,1,12.0,326.5,93675.3,19.0,713.83,1,0,0,1,8,0,485
60,0,CYA3F2O,1,1,0.0,1,3,2,22.0,192.96,30340.2,16.0,744.48,1,0,0,1,1,0,553
57,0,DN00IED,0,0,1.0,1,2,0,14.0,754.84,8029.23,12.0,605.15,1,0,0,1,2,1,397
47,0,NYBSV7Z,3,2,1.0,2,0,2,23.0,424.5,43144.41,18.0,719.19,0,1,1,2,7,1,1050
48,1,IO8P971,1,1,0.0,0,2,1,26.0,136.62,8751.91,17.0,642.45,1,0,1,4,1,1,776
51,1,AXH4JS9,1,0,1.0,0,2,0,24.0,271.43,22708.17,11.0,614.59,0,1,1,3,0,1,251
33,0,T8SG9MU,1,2,0.0,0,2,1,7.0,1384.132358,23273.02,27.0,697.62,0,1,1,0,3,1,971
27,1,PBZ8P1Z,0,2,0.0,2,2,1,20.0,310.26,44684.87,20.0,697.62,0,1,0,1,0,1,20
51,1,3KVIM1R,1,5,1.0,1,3,0,9.0,32.58,26005.77,15.0,771.89,0,1,1,3,0,0,734
11,1,4R8DYET,3,2,1.0,1,2,2,14.0,140.27,10519.7,9.0,620.34,0,1,0,1,2,1,240
52,0,0LSXORX,1,2,0.0,2,1,1,9.0,72.04,18117.23,29.0,699.9,1,0,0,1,2,1,91
10,0,N5E6QWF,1,2,0.0,2,0,1,20.0,1396.78595,41553.32,7.0,630.1,0,1,0,1,3,1,283
36,1,Y4DBKNB,1,5,0.0,0,1,0,16.0,1560.648417,36495.93,20.0,1207.915254,0,1,0,1,2,1,250
48,0,9S26AXO,1,5,1.0,1,1,1,3.0,0.0,20023.9,10.0,697.62,1,0,1,3,7,1,443
10,0,JMXN8EF,0,2,0.0,0,2,1,11.0,31.91,46894.1,15.0,693.42,0,1,0,1,2,1,932
39,1,7PIWLPH,1,5,1.0,0,3,1,8.0,1074.71,40613.31,25.0,668.61,1,1,0,1,7,1,82
26,0,ZUNZTEW,2,5,1.0,0,1,2,17.0,74.96,2369.68,13.0,665.02,1,0,1,2,2,1,224
44,1,JF3K071,1,5,1.0,2,1,0,9.0,115.81,11522.66,6.0,866.8870074,0,1,0,1,0,1,829
55,1,WQ7SNX0,0,3,1.0,2,2,0,20.0,133.21,33208.31,23.0,787.58,1,0,0,1,0,0,1086
16,0,XY93D0J,0,1,0.0,0,1,2,13.0,154.24,37877.13,16.0,1214.774856,1,0,0,1,3,0,475
62,0,QC367NG,1,4,0.0,1,1,1,11.0,367.1,34057.05,10.0,765.9,1,1,1,0,7,0,289
42,0,VIR1D4J,3,4,0.0,2,3,1,13.0,257.54,33977.86,10.0,778.46,0,1,1,3,4,0,67
