age,gender,security_no,region_category,membership_category,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score,tenure_days,value_segment,engagement_segment,price_sensitivity,support_risk,profile_tags,churn_probability,segment,prob_Histo,prob_RF,customer_id,top_drivers,last_purchase_days,lifetime_value,avg_order_value,category_affinity,support_tickets
46,1,979E8K4,1,0,0.0,1,1,2,9.0,279.91,49344.28,27.0,680.99,1,1,0,1,3,1,299,high,high,high,0,value_high;engagement_high;price_sensitive,0.9665505403491969,Standard-At-Risk,0.32973351983023086,0.74,979E8K4,low loyalty points; high average order value; short tenure,9.0,14753939.719999999,49344.28,1,0
55,0,GSSBDJE,1,2,1.0,0,0,2,14.0,636.86,36989.07,24.0,637.52,0,1,0,1,1,1,759,high,medium,high,0,value_high;engagement_medium;price_sensitive,0.9665499824386051,Standard-At-Risk,0.004040274804527133,0.02,GSSBDJE,low loyalty points; high average order value; long tenure,14.0,28074704.13,36989.07,0,0
17,1,PES5G7R,0,0,0.0,2,2,0,9.0,33.93,3626.52,19.0,692.26,1,0,0,1,7,1,839,low,high,high,0,value_low;engagement_high;price_sensitive,0.9665491953118917,Standard-At-Risk,0.5008821354204593,0.77,PES5G7R,low loyalty points; low average order value; long tenure,9.0,3042650.28,3626.52,2,0
41,1,TUO4WXD,2,0,0.0,1,2,1,8.0,171.43,20322.05,18.0,517.31,1,0,0,1,2,1,975,medium,high,normal,0,value_medium;engagement_high,0.9665468037957088,Standard-At-Risk,0.9702929624428543,0.99,TUO4WXD,low loyalty points; low average order value; long tenure,8.0,19813998.75,20322.05,1,0
21,0,NMFNRCI,3,2,1.0,0,0,1,13.0,839.14,40145.54,0.0,697.62,1,0,1,4,1,1,563,high,medium,normal,1,value_high;engagement_medium;support_risk,0.9665448099924602,Standard-At-Risk,0.9701207743823828,0.98,NMFNRCI,low loyalty points; high average order value; long tenure,13.0,22601939.02,40145.54,0,1
19,0,XRZW32R,0,2,0.0,0,1,2,23.0,55.84,45869.01,23.0,623.35,0,1,0,1,0,1,578,high,low,high,0,value_high;engagement_low;price_sensitive,0.9665426532497768,Standard-At-Risk,0.4799707282501517,0.75,XRZW32R,low loyalty points; high average order value; long tenure,23.0,26512287.78,45869.01,0,0
14,1,YVZ1DNV,1,0,0.0,0,3,1,13.0,0.0,18505.59,5.0,717.25,0,1,0,1,1,1,699,low,medium,high,0,value_low;engagement_medium;price_sensitive,0.9665426308436844,VIP-At-Risk,0.002510000926847261,0.0,YVZ1DNV,high loyalty points; low average order value; long tenure,13.0,12935407.41,18505.59,0,0
49,1,LL4VA11,0,2,0.0,2,0,0,18.0,252.72,22957.39,19.0,659.4,1,0,0,1,3,1,946,medium,low,normal,0,value_medium;engagement_low,0.9665386286580542,Standard-At-Risk,0.41571366425036943,0.26,LL4VA11,low loyalty points; low average order value; long tenure,18.0,21717690.939999998,22957.39,2,0
43,0,OCR70QQ,0,0,0.0,0,2,0,11.0,163.14,26170.55,16.0,650.48,0,1,1,3,7,1,618,medium,medium,high,1,value_medium;engagement_medium;price_sensitive;support_risk,0.9665380823427374,Standard-At-Risk,0.5623214829291824,0.8,OCR70QQ,low loyalty points; low average order value; long tenure,11.0,16173399.9,26170.55,0,1
35,0,ZDH8KMF,1,0,0.0,0,2,2,15.0,112.82,39339.9,8.0,553.84,1,0,0,1,7,1,55,high,low,normal,0,value_high;engagement_low,0.9665363186664743,Standard-At-Risk,0.002604404236159554,0.0,ZDH8KMF,low loyalty points; high average order value; short tenure,15.0,2163694.5,39339.9,0,0
33,1,SU3UZK7,1,2,1.0,2,0,0,13.0,489.36,39832.39,16.0,684.39,0,1,0,1,1,1,548,high,medium,high,0,value_high;engagement_medium;price_sensitive,0.9665346010344145,Standard-At-Risk,0.013498039616756028,0.03,SU3UZK7,low loyalty points; high average order value; long tenure,13.0,21828149.72,39832.39,2,0
37,0,9QZDVMC,1,2,1.0,1,3,0,13.0,272.76,49127.29,16.0,588.54,0,1,0,1,7,1,821,high,medium,high,0,value_high;engagement_medium;price_sensitive,0.9665298357616249,Standard-At-Risk,0.9766514317211881,1.0,9QZDVMC,low loyalty points; high average order value; long tenure,13.0,40333505.09,49127.29,1,0
34,0,IO85G1P,1,0,1.0,0,2,0,11.0,180.37,25344.92,15.0,623.05,0,1,1,0,7,1,874,medium,medium,high,1,value_medium;engagement_medium;price_sensitive;support_risk,0.9665271216629735,Standard-At-Risk,0.9609663148936719,0.99,IO85G1P,low loyalty points; low average order value; long tenure,11.0,22151460.08,25344.92,0,1
50,1,CU52F3V,1,2,1.0,1,3,0,18.0,161.1,28561.66,28.0,686.16,1,0,0,1,3,1,839,medium,low,normal,0,value_medium;engagement_low,0.9665264290821153,Standard-At-Risk,0.0005440391643744698,0.0,CU52F3V,low loyalty points; high average order value; long tenure,18.0,23963232.74,28561.66,1,0
61,0,Q0FS6YD,1,0,1.0,2,1,0,13.0,607.01,6065.19,17.0,1085.568114,0,1,1,3,3,1,976,low,medium,high,1,value_low;engagement_medium;price_sensitive;support_risk,0.9665261907727888,VIP-At-Risk,0.5175047786070379,0.21,Q0FS6YD,high loyalty points; low average order value; long tenure,13.0,5919625.4399999995,6065.19,2,1
64,0,AUSRMZ5,1,0,0.0,0,1,2,13.0,338.7,7574.01,12.0,601.19,0,1,1,2,2,1,723,low,medium,high,1,value_low;engagement_medium;price_sensitive;support_risk,0.9665218810800045,Standard-At-Risk,0.9589112772386069,0.97,AUSRMZ5,low loyalty points; low average order value; long tenure,13.0,5476009.23,7574.01,0,1
61,0,515JRQN,1,0,0.0,2,2,1,14.0,506.82,39798.06,19.0,697.62,0,1,1,0,7,1,666,high,medium,high,1,value_high;engagement_medium;price_sensitive;support_risk,0.9665208672269712,Standard-At-Risk,0.0028313926525092015,0.02,515JRQN,low loyalty points; high average order value; long tenure,14.0,26505507.959999997,39798.06,2,1
40,1,N8ELB4Y,1,2,0.0,0,2,2,20.0,0.0,47799.39,10.0,536.26,0,1,1,3,0,1,328,high,low,high,1,value_high;engagement_low;price_sensitive;support_risk,0.9665192317951147,Standard-At-Risk,0.007235542574343207,0.0,N8ELB4Y,low loyalty points; high average order value; short tenure,20.0,15678199.92,47799.39,0,1
24,1,XY4X4LX,1,0,0.0,1,2,0,14.0,358.9,37648.79,21.0,697.62,1,0,0,1,3,1,388,high,medium,normal,0,value_high;engagement_medium,0.9665189509064328,Standard-At-Risk,0.935670874529915,0.99,XY4X4LX,low loyalty points; high average order value; short tenure,14.0,14607730.52,37648.79,1,0
64,0,EA93UYO,0,0,1.0,0,1,2,2.0,470.49,41297.61,5.0,648.57,0,1,1,3,3,1,95,high,high,high,1,value_high;engagement_high;price_sensitive;support_risk,0.9665185616657607,Standard-At-Risk,0.007875800222155052,0.11,EA93UYO,low loyalty points; high average order value; short tenure,2.0,3923272.95,41297.61,0,1
40,0,AUW8Z6N,0,0,1.0,0,1,2,6.0,34.21,7474.67,27.0,697.62,1,0,1,0,3,1,736,low,high,high,1,value_low;engagement_high;price_sensitive;support_risk,0.9665109632743618,Standard-At-Risk,0.002295149981326188,0.0,AUW8Z6N,low loyalty points; low average order value; long tenure,6.0,5501357.12,7474.67,0,1
12,1,E2M3X48,0,5,1.0,2,2,2,7.0,245.2,8728.29,5.0,643.2,1,1,0,1,3,1,69,low,high,high,0,value_low;engagement_high;price_sensitive,0.9665108067792886,Standard-At-Risk,0.9555130966635099,0.98,E2M3X48,low loyalty points; low average order value; short tenure,7.0,602252.01,8728.29,2,0
49,0,BA4008Y,2,2,0.0,1,2,2,12.0,85.05,45392.78,16.0,506.69,1,0,0,1,2,1,542,high,medium,normal,0,value_high;engagement_medium,0.966510801042054,Standard-At-Risk,0.9773897323883696,0.94,BA4008Y,low loyalty points; high average order value; short tenure,12.0,24602886.759999998,45392.78,1,0
58,1,D9RGBNN,1,0,0.0,2,1,0,19.0,1223.769011,47756.12,15.0,631.09,1,0,0,1,0,1,1046,high,low,normal,0,value_high;engagement_low,0.9665084610596726,Standard-At-Risk,0.0011673892793634592,0.04,D9RGBNN,low loyalty points; high average order value; long tenure,19.0,49952901.52,47756.12,2,0
29,1,K6KUFHE,0,5,0.0,0,3,1,13.0,0.0,14934.79,12.0,614.2,1,0,0,1,3,1,873,low,medium,high,0,value_low;engagement_medium;price_sensitive,0.966507809337602,Standard-At-Risk,0.012172265719135534,0.05,K6KUFHE,low loyalty points; low average order value; long tenure,13.0,13038071.67,14934.79,0,0
15,0,UBTGTM3,0,2,1.0,1,2,2,19.0,34.71,25577.57,17.0,686.39,0,1,0,1,7,1,990,medium,low,high,0,value_medium;engagement_low;price_sensitive,0.9665039916045245,Standard-At-Risk,0.008245080483603357,0.02,UBTGTM3,low loyalty points; low average order value; long tenure,19.0,25321794.3,25577.57,1,0
54,1,G3P0SGY,0,2,1.0,1,0,1,11.0,516.65,25041.6,6.0,680.21,0,1,1,0,1,1,643,medium,medium,high,1,value_medium;engagement_medium;price_sensitive;support_risk,0.9665034666943026,Standard-At-Risk,0.0005293965730888207,0.0,G3P0SGY,low loyalty points; low average order value; long tenure,11.0,16101748.799999999,25041.6,1,1
36,1,109OT05,2,0,1.0,1,2,1,16.0,30.53,18363.03,23.0,692.35,1,0,1,4,1,1,177,low,low,high,1,value_low;engagement_low;price_sensitive;support_risk,0.9665021980313547,Standard-At-Risk,0.002713515570712717,0.0,109OT05,low loyalty points; low average order value; short tenure,16.0,3250256.3099999996,18363.03,1,1
58,0,V01R1VW,0,0,0.0,0,1,1,13.0,141.41,19992.0,27.0,569.77,1,0,1,0,7,1,320,medium,medium,normal,1,value_medium;engagement_medium;support_risk,0.9665010266030097,Standard-At-Risk,0.00964527551962082,0.03,V01R1VW,low loyalty points; low average order value; short tenure,13.0,6397440.0,19992.0,0,1
58,1,UXJ1G2D,1,0,0.0,0,1,1,10.0,201.89,32669.15,21.0,656.32,0,1,1,0,2,1,969,medium,high,high,1,value_medium;engagement_high;price_sensitive;support_risk,0.9664914004085993,Standard-At-Risk,0.9550144481337824,0.99,UXJ1G2D,low loyalty points; high average order value; long tenure,10.0,31656406.35,32669.15,0,1
49,0,XX8QXA2,3,2,0.0,0,1,1,13.0,54.25,16812.34,29.0,580.79,0,1,0,1,3,1,552,low,medium,high,0,value_low;engagement_medium;price_sensitive,0.9664878592295761,Standard-At-Risk,0.43317494567766957,0.87,XX8QXA2,low loyalty points; low average order value; long tenure,13.0,9280411.68,16812.34,0,0
43,0,S5ZHZW4,0,0,0.0,2,3,1,17.0,77.11,14634.55,23.0,1093.188153,0,1,0,1,2,1,215,low,low,high,0,value_low;engagement_low;price_sensitive,0.9664876111111268,VIP-At-Risk,0.5563540250853569,0.77,S5ZHZW4,high loyalty points; low average order value; short tenure,17.0,3146428.25,14634.55,2,0
34,0,7U8DGEI,0,2,0.0,0,2,1,10.0,187.18,25230.88,9.0,546.12,0,1,1,3,3,1,396,medium,high,high,1,value_medium;engagement_high;price_sensitive;support_risk,0.9664791757127027,Standard-At-Risk,0.9649576479339714,0.85,7U8DGEI,low loyalty points; low average order value; short tenure,10.0,9991428.48,25230.88,0,1
49,0,0FVPSGW,1,0,0.0,1,3,0,15.0,223.05,24272.16,16.0,610.11,0,1,0,1,3,1,440,medium,low,high,0,value_medium;engagement_low;price_sensitive,0.9664767652249049,Standard-At-Risk,0.0006680415564486363,0.0,0FVPSGW,low loyalty points; low average order value; short tenure,15.0,10679750.4,24272.16,1,0
27,1,CMY19Z4,0,2,1.0,0,3,0,9.0,523.73,45631.09,23.0,713.01,1,0,1,0,1,1,363,high,high,normal,1,value_high;engagement_high;support_risk,0.966474251366649,VIP-At-Risk,0.0003667761439895343,0.0,CMY19Z4,high loyalty points; high average order value; short tenure,9.0,16564085.669999998,45631.09,0,1
55,1,9NNKW64,1,0,0.0,0,1,1,11.0,210.01,12983.72,5.0,606.74,0,1,1,4,3,1,739,low,medium,high,1,value_low;engagement_medium;price_sensitive;support_risk,0.9664734325016081,Standard-At-Risk,0.9611898311033478,0.96,9NNKW64,low loyalty points; low average order value; long tenure,11.0,9594969.08,12983.72,0,1
38,1,D5K377Z,2,5,0.0,1,1,1,19.0,368.99,47081.61,13.0,609.68,1,1,0,1,7,1,840,high,low,high,0,value_high;engagement_low;price_sensitive,0.9664722745814036,Standard-At-Risk,0.9646921024680601,0.93,D5K377Z,low loyalty points; high average order value; long tenure,19.0,39548552.4,47081.61,1,0
47,1,L606ZF3,0,2,1.0,1,2,0,16.0,68.39,20744.24,22.0,603.97,1,0,1,4,1,1,924,medium,low,normal,1,value_medium;engagement_low;support_risk,0.9664722058013222,Standard-At-Risk,0.9714873257987984,0.98,L606ZF3,low loyalty points; low average order value; long tenure,16.0,19167677.76,20744.24,1,1
53,1,P74B29P,2,2,1.0,2,1,0,13.0,291.3,28971.25,16.0,665.29,1,0,0,1,1,1,746,medium,medium,normal,0,value_medium;engagement_medium,0.9664711043552355,Standard-At-Risk,0.9815627190758618,1.0,P74B29P,low loyalty points; high average order value; long tenure,13.0,21612552.5,28971.25,2,0
14,1,7R66YEG,0,0,1.0,2,2,2,11.0,53.5,9701.34,14.0,534.14,0,1,0,1,1,1,773,low,medium,high,0,value_low;engagement_medium;price_sensitive,0.9664703190160607,Standard-At-Risk,0.9629332819281721,0.94,7R66YEG,low loyalty points; low average order value; long tenure,11.0,7499135.82,9701.34,2,0
37,1,198VXF3,2,2,1.0,1,2,0,7.0,139.9,11306.82,18.0,241.8683203,0,1,0,1,7,1,411,low,high,high,0,value_low;engagement_high;price_sensitive,0.9664689713397961,Standard-At-Risk,0.4922122573877869,0.74,198VXF3,low loyalty points; low average order value; short tenure,7.0,4647103.02,11306.82,1,0
13,1,7YHSMGJ,0,2,1.0,1,2,1,8.0,89.84,8893.26,20.0,599.2,0,1,1,4,0,1,166,low,high,high,1,value_low;engagement_high;price_sensitive;support_risk,0.9664687622385584,Standard-At-Risk,0.9442307193021997,0.88,7YHSMGJ,low loyalty points; low average order value; short tenure,8.0,1476281.1600000001,8893.26,1,1
38,0,8GRVWNV,1,2,1.0,0,2,1,11.0,162.81,9248.26,10.0,633.78,1,0,1,4,3,1,555,low,medium,high,1,value_low;engagement_medium;price_sensitive;support_risk,0.9664687259149365,Standard-At-Risk,0.0005048120551598694,0.0,8GRVWNV,low loyalty points; low average order value; long tenure,11.0,5132784.3,9248.26,0,1
48,1,06E16AA,3,0,0.0,2,1,2,5.0,153.13,10263.75,16.0,688.22,0,1,0,1,2,0,670,low,high,high,0,value_low;engagement_high;price_sensitive,0.966466772531311,Standard-At-Risk,0.9755055579170431,0.99,06E16AA,low loyalty points; low average order value; long tenure,5.0,6876712.5,10263.75,2,0
44,1,6FG7Z7K,2,2,0.0,1,0,2,15.0,1378.665582,12813.07,9.0,147.0856047,0,1,1,2,0,1,88,low,low,high,1,value_low;engagement_low;price_sensitive;support_risk,0.9664662578658006,Standard-At-Risk,0.9782468923760345,0.96,6FG7Z7K,low loyalty points; low average order value; short tenure,15.0,1127550.16,12813.07,1,1
40,0,WOAXOWW,0,0,1.0,1,1,1,10.0,48.84,36299.32,50.53959828,653.3,1,0,1,3,2,1,747,high,high,normal,1,value_high;engagement_high;support_risk,0.9664655100733622,Standard-At-Risk,0.9709766698793802,0.94,WOAXOWW,low loyalty points; high average order value; long tenure,10.0,27115592.04,36299.32,1,1
35,0,RJNGXDW,0,0,1.0,0,2,1,8.0,169.07,4383.18,16.0,544.13,0,1,1,4,7,1,569,low,high,high,1,value_low;engagement_high;price_sensitive;support_risk,0.9664637786137781,Standard-At-Risk,0.000520884464996836,0.0,RJNGXDW,low loyalty points; low average order value; long tenure,8.0,2494029.4200000004,4383.18,0,1
51,1,9AC58BA,1,2,0.0,1,1,1,19.0,55.65,32313.56,21.0,562.68,1,0,1,0,3,1,13,medium,low,normal,1,value_medium;engagement_low;support_risk,0.9664636984059166,Standard-At-Risk,0.9416375547818112,0.96,9AC58BA,low loyalty points; high average order value; short tenure,19.0,420076.28,32313.56,1,1
23,1,QFCDF8K,0,2,1.0,1,2,0,12.0,973.63,22545.55,19.0,585.21,0,1,1,2,0,1,797,medium,medium,high,1,value_medium;engagement_medium;price_sensitive;support_risk,0.9664636594230197,Standard-At-Risk,0.9611816077646709,0.93,QFCDF8K,low loyalty points; low average order value; long tenure,12.0,17968803.349999998,22545.55,1,1
28,0,UTZD9MA,2,0,1.0,0,1,1,11.0,679.26,32375.21,23.0,697.62,1,0,0,1,0,1,401,medium,medium,normal,0,value_medium;engagement_medium,0.9664616310449152,Standard-At-Risk,0.007137928283572924,0.02,UTZD9MA,low loyalty points; high average order value; short tenure,11.0,12982459.209999999,32375.21,0,0
55,1,N7N5UOV,1,2,0.0,0,2,0,12.0,0.0,43897.77,5.0,680.04,1,0,1,0,1,1,151,high,medium,normal,1,value_high;engagement_medium;support_risk,0.9664603744855428,Standard-At-Risk,0.0012843233956026333,0.01,N7N5UOV,low loyalty points; high average order value; short tenure,12.0,6628563.27,43897.77,0,1
55,0,6BRZ943,3,2,0.0,2,2,1,4.0,55.33,18386.79,24.0,594.41,0,1,0,1,3,0,1061,low,high,high,0,value_low;engagement_high;price_sensitive,0.9664596574442106,Standard-At-Risk,0.00965413166122415,0.02,6BRZ943,low loyalty points; low average order value; long tenure,4.0,19508384.19,18386.79,2,0
37,1,XVJ5XHP,1,0,0.0,2,0,2,10.0,361.6,13623.62,23.0,610.17,1,1,0,1,2,1,870,low,high,high,0,value_low;engagement_high;price_sensitive,0.9664592944267014,Standard-At-Risk,0.972760798802747,0.98,XVJ5XHP,low loyalty points; low average order value; long tenure,10.0,11852549.4,13623.62,2,0
28,1,EEY5JBG,1,0,0.0,1,2,2,23.0,31.99,16299.02,8.0,511.74,0,1,0,1,7,1,347,low,low,high,0,value_low;engagement_low;price_sensitive,0.9664575266559057,Standard-At-Risk,0.9767514733573727,0.97,EEY5JBG,low loyalty points; low average order value; short tenure,23.0,5655759.94,16299.02,1,0
45,0,ONKNTTD,0,0,1.0,0,1,1,16.0,117.54,33464.07,10.0,537.35,0,1,0,1,0,1,520,medium,low,high,0,value_medium;engagement_low;price_sensitive,0.9664572245123639,Standard-At-Risk,0.0004463716208157505,0.0,ONKNTTD,low loyalty points; high average order value; short tenure,16.0,17401316.4,33464.07,0,0
16,1,9Y1HAZQ,0,0,0.0,0,1,2,9.0,294.17,24866.72,10.0,602.3,1,0,0,1,2,1,782,medium,high,normal,0,value_medium;engagement_high,0.9664553604869539,Standard-At-Risk,0.958288451841801,0.96,9Y1HAZQ,low loyalty points; low average order value; long tenure,9.0,19445775.04,24866.72,0,0
53,1,9WFY11Q,1,5,1.0,2,2,0,7.0,116.94,42488.58,24.0,669.88,1,0,0,1,3,1,865,high,high,normal,0,value_high;engagement_high,0.9664553178447157,Standard-At-Risk,0.9598944557821191,0.99,9WFY11Q,low loyalty points; high average order value; long tenure,7.0,36752621.7,42488.58,2,0
28,1,OU1I74M,1,1,0.0,2,2,0,16.0,125.79,15563.59,22.0,691.46,1,0,1,0,1,1,151,low,low,high,1,value_low;engagement_low;price_sensitive;support_risk,0.9664537646597451,Standard-At-Risk,0.8618082106379772,0.92,OU1I74M,low loyalty points; low average order value; short tenure,16.0,2350102.09,15563.59,2,1
45,1,UM4TVUY,0,2,0.0,2,2,0,9.0,123.12,35212.7,23.0,657.8,1,0,0,1,2,1,27,medium,high,normal,0,value_medium;engagement_high,0.9664525092343453,Standard-At-Risk,0.0008675226633180278,0.0,UM4TVUY,low loyalty points; high average order value; short tenure,9.0,950742.8999999999,35212.7,2,0
38,1,U8CF5MY,1,0,0.0,1,3,0,8.0,124.31,45703.36,23.0,616.78,1,0,1,4,3,1,150,high,high,normal,1,value_high;engagement_high;support_risk,0.9664521648908083,Standard-At-Risk,0.9646413272735406,0.96,U8CF5MY,low loyalty points; high average order value; short tenure,8.0,6855504.0,45703.36,1,1
46,0,46EBI2L,3,0,0.0,1,2,2,18.0,30.22,18652.25,8.0,537.51,0,1,0,1,1,1,151,medium,low,high,0,value_medium;engagement_low;price_sensitive,0.9664507446471297,Standard-At-Risk,0.0004422569959333091,0.0,46EBI2L,low loyalty points; low average order value; short tenure,18.0,2816489.75,18652.25,1,0
50,0,ITN6C7E,1,2,1.0,2,1,0,13.0,217.07,13818.2,10.0,509.52,1,1,0,1,0,1,406,low,medium,high,0,value_low;engagement_medium;price_sensitive,0.9664493148070982,Standard-At-Risk,0.961915540075155,1.0,ITN6C7E,low loyalty points; low average order value; short tenure,13.0,5610189.2,13818.2,2,0
15,1,DI8L0C6,0,2,0.0,2,1,1,15.0,31.84,49690.55,18.0,697.62,0,1,1,2,7,1,624,high,low,high,1,value_high;engagement_low;price_sensitive;support_risk,0.9664491717267975,Standard-At-Risk,0.011158477046855702,0.0,DI8L0C6,low loyalty points; high average order value; long tenure,15.0,31006903.200000003,49690.55,2,1
53,0,DZ03RIU,0,2,0.0,2,1,0,4.0,171.24,16662.85,29.0,615.91,1,0,0,1,3,1,562,low,high,high,0,value_low;engagement_high;price_sensitive,0.966447487933265,Standard-At-Risk,0.9624863362714198,0.98,DZ03RIU,low loyalty points; low average order value; long tenure,4.0,9364521.7,16662.85,2,0
34,0,HJ5D5W5,0,2,0.0,0,1,2,12.0,1224.256837,14493.44,5.0,591.59,1,0,1,0,7,1,652,low,medium,high,1,value_low;engagement_medium;price_sensitive;support_risk,0.9664472163875526,Standard-At-Risk,0.9323154201758852,0.98,HJ5D5W5,low loyalty points; low average order value; long tenure,12.0,9449722.88,14493.44,0,1
32,1,XEIY9HN,1,0,1.0,1,3,1,15.0,48.57,18841.82,25.0,665.6,1,0,1,4,3,1,720,medium,low,normal,1,value_medium;engagement_low;support_risk,0.96644712388973,Standard-At-Risk,0.9542591322226246,0.93,XEIY9HN,low loyalty points; low average order value; long tenure,15.0,13566110.4,18841.82,1,1
46,1,VOERXBM,0,0,1.0,0,2,2,12.0,71.33,6343.7,16.0,574.22,1,0,1,2,7,1,653,low,medium,high,1,value_low;engagement_medium;price_sensitive;support_risk,0.9664456154451733,Standard-At-Risk,0.5227374267244649,0.48,VOERXBM,low loyalty points; low average order value; long tenure,12.0,4142436.1,6343.7,0,1
42,1,FFBRHNE,1,0,1.0,0,2,0,11.0,584.63,38253.42,6.0,506.09,1,1,0,1,7,1,537,high,medium,high,0,value_high;engagement_medium;price_sensitive,0.9664443292576049,Standard-At-Risk,0.978865423261498,1.0,FFBRHNE,low loyalty points; high average order value; short tenure,11.0,20542086.54,38253.42,0,0
36,1,YUN6GXP,0,0,1.0,2,0,1,13.0,286.44,18444.87,23.0,517.07,0,1,1,3,2,1,239,low,medium,high,1,value_low;engagement_medium;price_sensitive;support_risk,0.9664423888115656,Standard-At-Risk,0.9499707764421709,0.87,YUN6GXP,low loyalty points; low average order value; short tenure,13.0,4408323.93,18444.87,2,1
41,0,UMJAMQT,1,5,1.0,1,2,1,12.0,36.53,41235.2,16.0,625.48,0,1,1,2,3,1,300,high,medium,high,1,value_high;engagement_medium;price_sensitive;support_risk,0.9664420505470837,Standard-At-Risk,0.9797598884401717,0.98,UMJAMQT,low loyalty points; high average order value; short tenure,12.0,12370560.0,41235.2,1,1
18,1,6LEGEEZ,1,0,0.0,1,0,2,18.0,541.04,8939.14,16.0,533.78,1,0,1,3,1,1,560,low,low,high,1,value_low;engagement_low;price_sensitive;support_risk,0.9664406252027639,Standard-At-Risk,0.0025871800587842398,0.0,6LEGEEZ,low loyalty points; low average order value; long tenure,18.0,5005918.399999999,8939.14,1,1
51,1,QG35IBM,1,0,0.0,1,2,1,22.0,44.77,49443.13,16.0,688.97,0,1,1,4,7,1,271,high,low,high,1,value_high;engagement_low;price_sensitive;support_risk,0.9664392428230191,Standard-At-Risk,0.0005861601722639716,0.0,QG35IBM,low loyalty points; high average order value; short tenure,22.0,13399088.229999999,49443.13,1,1
34,1,161986U,1,0,0.0,2,1,0,10.0,60.84,30244.06,19.0,566.95,1,0,1,4,2,1,65,medium,high,normal,1,value_medium;engagement_high;support_risk,0.9664382588369411,Standard-At-Risk,0.9546589633093412,0.95,161986U,low loyalty points; high average order value; short tenure,10.0,1965863.9000000001,30244.06,2,1
52,1,A4F6H5Z,0,2,0.0,1,1,0,13.0,33.1,26637.44,24.0,674.63,0,1,0,1,2,1,723,medium,medium,high,0,value_medium;engagement_medium;price_sensitive,0.9664377603244337,Standard-At-Risk,0.9651126682400659,0.98,A4F6H5Z,low loyalty points; low average order value; long tenure,13.0,19258869.119999997,26637.44,1,0
43,0,QP3N4SY,1,5,1.0,0,1,0,11.0,0.0,34413.68,22.0,638.56,1,0,0,1,7,1,129,medium,medium,normal,0,value_medium;engagement_medium,0.9664344896080156,Standard-At-Risk,0.9681580358683829,0.98,QP3N4SY,low loyalty points; high average order value; short tenure,11.0,4439364.72,34413.68,0,0
29,0,S49235D,3,0,0.0,0,1,1,23.0,0.0,34228.93,25.0,926.7520464,1,0,0,1,3,1,86,medium,low,normal,0,value_medium;engagement_low,0.9664322683288323,VIP-At-Risk,0.9716680319333841,1.0,S49235D,high loyalty points; high average order value; short tenure,23.0,2943687.98,34228.93,0,0
27,0,SIP6J9X,1,2,0.0,2,1,2,5.0,31.75,4237.41,22.0,697.62,1,0,0,1,2,1,727,low,high,high,0,value_low;engagement_high;price_sensitive,0.9664322190838568,Standard-At-Risk,0.93286181959559,0.99,SIP6J9X,low loyalty points; low average order value; long tenure,5.0,3080597.07,4237.41,2,0
43,1,HPW1S9J,0,0,0.0,1,1,2,10.0,42.62,18427.35,17.0,698.41,0,1,0,1,1,1,824,low,high,high,0,value_low;engagement_high;price_sensitive,0.9664313730438372,VIP-At-Risk,0.9638985846674909,0.93,HPW1S9J,high loyalty points; low average order value; long tenure,10.0,15184136.399999999,18427.35,1,0
49,0,TUT49X9,1,2,1.0,2,2,2,14.0,203.94,2965.9,16.0,672.81,1,0,1,2,2,1,1064,low,medium,high,1,value_low;engagement_medium;price_sensitive;support_risk,0.9664301328021381,Standard-At-Risk,0.015983723697244438,0.08,TUT49X9,low loyalty points; low average order value; long tenure,14.0,3155717.6,2965.9,2,1
24,1,DLUW7S8,0,5,1.0,0,1,2,19.0,72.7,49893.85,16.0,630.83,1,0,1,4,7,1,104,high,low,normal,1,value_high;engagement_low;support_risk,0.9664279001362484,Standard-At-Risk,0.006694427917465823,0.05,DLUW7S8,low loyalty points; high average order value; short tenure,19.0,5188960.399999999,49893.85,0,1
34,1,KMW20IX,0,2,0.0,0,3,1,14.0,325.1,8454.11,22.0,583.84,0,1,0,1,7,1,702,low,medium,high,0,value_low;engagement_medium;price_sensitive,0.9664272327640702,Standard-At-Risk,0.007765211005097405,0.01,KMW20IX,low loyalty points; low average order value; long tenure,14.0,5934785.220000001,8454.11,0,0
22,1,E5GGWW2,0,2,0.0,2,1,0,16.0,33.46,29476.7,6.0,697.62,0,1,0,1,1,1,7,medium,low,high,0,value_medium;engagement_low;price_sensitive,0.966427190912574,Standard-At-Risk,0.9363901153041412,0.94,E5GGWW2,low loyalty points; high average order value; short tenure,16.0,206336.9,29476.7,2,0
50,1,MNPFBSD,1,2,0.0,2,0,0,15.0,262.91,1463.03,16.0,586.09,0,1,0,1,7,1,765,low,low,high,0,value_low;engagement_low;price_sensitive,0.9664235332286842,Standard-At-Risk,0.010997611697332555,0.02,MNPFBSD,low loyalty points; low average order value; long tenure,15.0,1119217.95,1463.03,2,0
